Sheet Name,Original Column Name,Recommended Column Name,Unique Column Name,Description,Data Type,Unit,Categories,Epicollect Recommended Type,Plotting Column Name,Retain?,Processing/Collection Recommendations,Data Quality Issues
Annexure-1 MMSE,title,identifier,Annexure-1MMSE_identifier,Unique id of data entry,String,,,Text,Identifier,No,Remove from final,none
Annexure-1 MMSE,195_Name_the_year_mo,orientation_time_score,Annexure-1MMSE_orientation_time_score,"Score for naming year, month, day, date, season",Integer,N/A,0-5,Numeric,Orientation (Time) Score,Yes,Validate range (0-5),Some entries out of range
Annexure-1 MMSE,196_Name_the_country,orientation_place_score,Annexure-1MMSE_orientation_place_score,"Score for naming country, county, town, hospital, floor",Integer,N/A,0-5,Numeric,Orientation (Place) Score,Yes,Validate range (0-5),Some entries out of range
Annexure-1 MMSE,198_Examiner_names_t,registration_score,Annexure-1MMSE_registration_score,Score for repeating three objects,Integer,N/A,0-3,Numeric,Registration Score,Yes,Validate range (0-3),Some entries out of range
Annexure-1 MMSE,200_Subtract_7_from_,attention_calculation_score,Annexure-1MMSE_attention_calculation_score,Score for serial 7s task,Integer,N/A,0-5,Numeric,Attention & Calculation Score,Yes,Validate range (0-5),Some entries out of range
Annexure-1 MMSE,201_Alternatively_if,attention_spelling_score,Annexure-1MMSE_attention_spelling_score,"Score for spelling ""WORLD"" backwards",Integer,N/A,0-5,Numeric,Attention (Spelling) Score,Yes,"Validate range (0-5), use best score of 198 or 199",Some entries out of range
Annexure-1 MMSE,203_Ask_for_the_name,recall_score,Annexure-1MMSE_recall_score,Score for recalling three objects,Integer,N/A,0-3,Numeric,Recall Score,Yes,Validate range (0-3),Some entries out of range
Annexure-1 MMSE,205_Name_a_pencil_an,naming_score,Annexure-1MMSE_naming_score,Score for naming two objects,Integer,N/A,0-2,Numeric,Naming Score,Yes,Validate range (0-2),Some entries out of range
Annexure-1 MMSE,206_Repeat_No_ifs_an,repetition_score,Annexure-1MMSE_repetition_score,Score for repeating a phrase,Integer,N/A,0-1,Numeric,Repetition Score,Yes,Validate range (0-1),Some entries out of range
Annexure-1 MMSE,207_Give_a_threestag,comprehension_score,Annexure-1MMSE_comprehension_score,Score for following a three-stage command,Integer,N/A,0-3,Numeric,Comprehension Score,Yes,Validate range (0-3),Some entries out of range
Annexure-1 MMSE,208_Ask_volunteer_to,reading_score,Annexure-1MMSE_reading_score,Score for reading and obeying a command,Integer,N/A,0-1,Numeric,Reading Score,Yes,Validate range (0-1),Some entries out of range
Annexure-1 MMSE,209_Ask_volunteer_to,writing_score,Annexure-1MMSE_writing_score,Score for writing a sentence,Integer,N/A,0-1,Numeric,Writing Score,Yes,Validate range (0-1),Some entries out of range
Annexure-1 MMSE,211_Ask_the_patients,drawing_score,Annexure-1MMSE_drawing_score,Score for copying a design,Integer,N/A,0-1,Numeric,Drawing Score,Yes,Validate range (0-1),Some entries out of range
Annexure-1 MMSE,212_Total_Score_Out_,mmse_total_score,Annexure-1MMSE_mmse_total_score,Total MMSE score,Integer,N/A,0-30,Numeric,MMSE Total Score,Yes,"Validate range (0-30), ensure it matches sum of individual scores",Some discrepancies in total calculation
Annexure-2 Simple Frail,ec5_branch_owner_uuid,branch_owner_id,Annexure-2SimpleFrail_branch_owner_id,Unique identifier for branch owner,String,N/A,N/A,Text,Branch Owner ID,No,Hash or encrypt if retention is necessary for audit purposes,None observed
Annexure-2 Simple Frail,ec5_branch_uuid,branch_id,Annexure-2SimpleFrail_branch_id,Unique identifier for branch,String,N/A,N/A,Text,Branch ID,No,Hash or encrypt if retention is necessary for data integrity,None observed
Annexure-2 Simple Frail,created_at,frail_entry_datetime,Annexure-2SimpleFrail_frail_entry_datetime,Date and time of frailty assessment data entry,DateTime,N/A,N/A,Date,Frailty Assessment Entry Date,No,Convert to consistent datetime format (ISO 8601),Some inconsistent formats
Annexure-2 Simple Frail,uploaded_at,frail_upload_datetime,Annexure-2SimpleFrail_frail_upload_datetime,Date and time of frailty assessment data upload,DateTime,N/A,N/A,Date,Frailty Assessment Upload Date,No,Convert to consistent datetime format (ISO 8601),Some inconsistent formats
Annexure-2 Simple Frail,created_by,frail_entry_user,Annexure-2SimpleFrail_frail_entry_user,User who entered the frailty assessment data,String,N/A,N/A,Text,Frailty Assessment Entry User,No,Anonymize or remove for privacy,None observed
Annexure-2 Simple Frail,title,identifier,Annexure-2SimpleFrail_identifier,Unique id of data entry,String,,,Text,Identifier,No,Remove from final,none
Annexure-2 Simple Frail,215_How_much_of_the_,fatigue_score,Annexure-2SimpleFrail_fatigue_score,Score for fatigue assessment,Integer,N/A,0-1,Numeric,Fatigue Score,Yes,Validate range (0-1),Some entries out of range
Annexure-2 Simple Frail,217_By_yourself_and_,resistance_score,Annexure-2SimpleFrail_resistance_score,Score for resistance (difficulty walking up 10 steps),Integer,N/A,0-1,Numeric,Resistance Score,Yes,Validate range (0-1),Some entries out of range
Annexure-2 Simple Frail,219_By_yourself_and_,ambulation_score,Annexure-2SimpleFrail_ambulation_score,Score for ambulation (difficulty walking several hundred yards),Integer,N/A,0-1,Numeric,Ambulation Score,Yes,Validate range (0-1),Some entries out of range
Annexure-2 Simple Frail,221_The_total_illnes,illness_score,Annexure-2SimpleFrail_illness_score,Score for illnesses,Integer,N/A,0-1,Numeric,Illness Score,Yes,Validate range (0-1),Some entries out of range
Annexure-2 Simple Frail,222_Did_a_doctor_eve,illness_details,Annexure-2SimpleFrail_illness_details,Details of illnesses reported,String,N/A,N/A,Text,Illness Details,Yes,Consider creating a standardized list of common illnesses,Highly variable free-text responses
Annexure-2 Simple Frail,224_Current_weight,current_weight_kg,Annexure-2SimpleFrail_current_weight_kg,Current weight of participant,Float,kg,N/A,Numeric,Current Weight (kg),Yes,"Ensure consistent unit use, validate range",Some entries include units
Annexure-2 Simple Frail,225_One_year_ago_In_,weight_one_year_ago_kg,Annexure-2SimpleFrail_weight_one_year_ago_kg,Weight of participant one year ago,Float,kg,N/A,Numeric,Weight One Year Ago (kg),Yes,"Ensure consistent unit use, validate range",Some entries include units
Annexure-2 Simple Frail,226_Percent_weight_c,weight_change_percent,Annexure-2SimpleFrail_weight_change_percent,Percentage of weight change in past year,Float,%,N/A,Numeric,Weight Change (%),Yes,Automatically calculate from current and past weight,Some manual calculations may be incorrect
Annexure-2 Simple Frail,227_Percent_change__,loss_of_weight_score,Annexure-2SimpleFrail_loss_of_weight_score,Score for loss of weight,Integer,N/A,0-1,Numeric,Loss of Weight Score,Yes,"Validate range (0-1), ensure it matches weight change percentage",Some discrepancies in score assignment
Annexure-2 Simple Frail,228_Total_Score_A_sc,frailty_total_score,Annexure-2SimpleFrail_frailty_total_score,Total score for frailty assessment,Integer,N/A,0-5,Numeric,Frailty Total Score,Yes,"Validate range (0-5), ensure it matches sum of individual scores",Some discrepancies in total calculation
Dietary Pattern,ec5_branch_owner_uuid,branch_owner_id,DietaryPattern_branch_owner_id,Unique identifier for branch owner,String,N/A,N/A,Text,Branch Owner ID,No,Hash or encrypt if retention is necessary for audit purposes,None observed
Dietary Pattern,ec5_branch_uuid,branch_id,DietaryPattern_branch_id,Unique identifier for branch,String,N/A,N/A,Text,Branch ID,No,Hash or encrypt if retention is necessary for data integrity,None observed
Dietary Pattern,created_at,diet_entry_datetime,DietaryPattern_diet_entry_datetime,Date and time of dietary pattern data entry,DateTime,N/A,N/A,Date,Diet Entry Date,No,Convert to consistent datetime format (ISO 8601),Some inconsistent formats
Dietary Pattern,uploaded_at,diet_upload_datetime,DietaryPattern_diet_upload_datetime,Date and time of dietary pattern data upload,DateTime,N/A,N/A,Date,Diet Upload Date,No,Convert to consistent datetime format (ISO 8601),Some inconsistent formats
Dietary Pattern,created_by,diet_entry_user,DietaryPattern_diet_entry_user,User who entered the dietary pattern data,String,N/A,N/A,Text,Diet Entry User,No,Anonymize or remove for privacy,None observed
Dietary Pattern,title,identifier,DietaryPattern_identifier,Unique id of data entry,String,,,Text,Identifier,No,Remove from final,none
Dietary Pattern,95_Breakfast,breakfast_description,DietaryPattern_breakfast_description,Description of typical breakfast,String,N/A,N/A,Text,Breakfast Description,Yes,Consider creating categories for common breakfast types,Highly variable free-text responses
Dietary Pattern,96_Lunch,lunch_description,DietaryPattern_lunch_description,Description of typical lunch,String,N/A,N/A,Text,Lunch Description,Yes,Consider creating categories for common lunch types,Highly variable free-text responses
Dietary Pattern,97_Dinner,dinner_description,DietaryPattern_dinner_description,Description of typical dinner,String,N/A,N/A,Text,Dinner Description,Yes,Consider creating categories for common dinner types,Highly variable free-text responses
Dietary Pattern,98_Breakfast_daily,has_daily_breakfast,DietaryPattern_has_daily_breakfast,Whether participant has breakfast daily,Boolean,N/A,"Yes, No",Radio,Has Daily Breakfast,Yes,"Consider adding follow-up question for frequency if ""No""",Some inconsistent terminology
Dietary Pattern,99_1_bowl_rice_per_d,has_rice_at_dinner,DietaryPattern_has_rice_at_dinner,Whether participant has >1 bowl of rice per day at dinner,Boolean,N/A,"Yes, No",Radio,Has Rice at Dinner,Yes,Consider quantifying amount more precisely,Some entries include additional details
Dietary Pattern,100_Meat_dishes_3_or,frequent_meat_consumption,DietaryPattern_frequent_meat_consumption,Whether participant has meat dishes 3 or more times per week,Boolean,N/A,"Yes, No",Radio,Frequent Meat Consumption,Yes,Consider adding follow-up question for specific types of meat,Some entries include additional details
Dietary Pattern,101_Eating_outFast_f,frequent_eating_out,DietaryPattern_frequent_eating_out,Whether participant eats out/fast food 3 or more times a week,Boolean,N/A,"Yes, No",Radio,Frequent Eating Out,Yes,Consider adding follow-up question for types of restaurants/food,Some entries include additional details
Dietary Pattern,102_Sweetscakes_more,frequent_sweets_consumption,DietaryPattern_frequent_sweets_consumption,Whether participant has sweets/cakes more than once a week,Boolean,N/A,"Yes, No",Radio,Frequent Sweets Consumption,Yes,Consider quantifying frequency and amount more precisely,Some entries include additional details
Exercise Habits,ec5_branch_owner_uuid,branch_owner_id,ExerciseHabits_branch_owner_id,Unique identifier for branch owner,String,N/A,N/A,Text,Branch Owner ID,No,Hash or encrypt if retention is necessary for audit purposes,None observed
Exercise Habits,ec5_branch_uuid,branch_id,ExerciseHabits_branch_id,Unique identifier for branch,String,N/A,N/A,Text,Branch ID,No,Hash or encrypt if retention is necessary for data integrity,None observed
Exercise Habits,created_at,exercise_entry_datetime,ExerciseHabits_exercise_entry_datetime,Date and time of exercise habits data entry,DateTime,N/A,N/A,Date,Exercise Entry Date,No,Convert to consistent datetime format (ISO 8601),Some inconsistent formats
Exercise Habits,uploaded_at,exercise_upload_datetime,ExerciseHabits_exercise_upload_datetime,Date and time of exercise habits data upload,DateTime,N/A,N/A,Date,Exercise Upload Date,No,Convert to consistent datetime format (ISO 8601),Some inconsistent formats
Exercise Habits,created_by,exercise_entry_user,ExerciseHabits_exercise_entry_user,User who entered the exercise habits data,String,N/A,N/A,Text,Exercise Entry User,No,Anonymize or remove for privacy,None observed
Exercise Habits,title,identifier,ExerciseHabits_identifier,Unique id of data entry,String,,,Text,Identifier,No,Remove from final,none
Exercise Habits,104_Frequency_of_Exe,exercise_frequency,ExerciseHabits_exercise_frequency,Frequency of exercise,Categorical,N/A,"Daily, 2-3 times a week, ï¹¤5 times a month, None",Dropdown,Exercise Frequency,Yes,Consider adding more granular options,Some inconsistent terminology
Exercise Habits,105_Average_step_cou,average_daily_steps,ExerciseHabits_average_daily_steps,Average daily step count,Integer,steps,N/A,Numeric,Average Daily Steps,Yes,"Validate range (e.g., 0-50000), consider source of data (e.g., pedometer, smartphone)",Some entries include units or ranges
Exercise Habits,106_Activity_at_work,work_activity_level,ExerciseHabits_work_activity_level,Level of physical activity at work,Categorical,N/A,"High physical activity, Moderate physical activity, Desk Job, Unemployed",Dropdown,Work Activity Level,Yes,Consider adding more detailed categories,Some entries don't match predefined categories
Exercise Habits,107_Type_of_exercise,exercise_types,ExerciseHabits_exercise_types,Types of exercise performed,Categorical,N/A,"Walking, Running, Weight training/Strength Training, Cardio workout, Yoga, Other",Checkbox,Exercise Types,Yes,"Allow multiple selections, add field for ""Other"" specification",Some entries include multiple types in free text
Food Frequency List,ec5_branch_owner_uuid,branch_owner_id,FoodFrequencyList_branch_owner_id,Unique identifier for branch owner,String,N/A,N/A,Text,Branch Owner ID,No,Hash or encrypt if retention is necessary for audit purposes,None observed
Food Frequency List,ec5_branch_uuid,branch_id,FoodFrequencyList_branch_id,Unique identifier for branch,String,N/A,N/A,Text,Branch ID,No,Hash or encrypt if retention is necessary for data integrity,None observed
Food Frequency List,created_at,food_freq_entry_datetime,FoodFrequencyList_food_freq_entry_datetime,Date and time of food frequency data entry,DateTime,N/A,N/A,Date,Food Frequency Entry Date,No,Convert to consistent datetime format (ISO 8601),Some inconsistent formats
Food Frequency List,uploaded_at,food_freq_upload_datetime,FoodFrequencyList_food_freq_upload_datetime,Date and time of food frequency data upload,DateTime,N/A,N/A,Date,Food Frequency Upload Date,No,Convert to consistent datetime format (ISO 8601),Some inconsistent formats
Food Frequency List,created_by,food_freq_entry_user,FoodFrequencyList_food_freq_entry_user,User who entered the food frequency data,String,N/A,N/A,Text,Food Frequency Entry User,No,Anonymize or remove for privacy,None observed
Food Frequency List,title,identifier,FoodFrequencyList_identifier,Unique id of data entry,String,,,Text,Identifier,No,Remove from final,none
Food Frequency List,109_Cereals,cereals_frequency,FoodFrequencyList_cereals_frequency,Frequency of cereal consumption,Categorical,N/A,"Daily, Weekly, Monthly, Occasionally, Never",Dropdown,Cereals Consumption Frequency,Yes,Consider adding quantity information,Some entries include additional details
Food Frequency List,110_Pulses,pulses_frequency,FoodFrequencyList_pulses_frequency,Frequency of pulse consumption,Categorical,N/A,"Daily, Weekly, Monthly, Occasionally, Never",Dropdown,Pulses Consumption Frequency,Yes,Consider adding quantity information,Some entries include additional details
Food Frequency List,111_Green_leafy_vege,green_leafy_veg_frequency,FoodFrequencyList_green_leafy_veg_frequency,Frequency of green leafy vegetable consumption,Categorical,N/A,"Daily, Weekly, Monthly, Occasionally, Never",Dropdown,Green Leafy Veg Consumption Frequency,Yes,Consider adding quantity information,Some entries include additional details
Food Frequency List,112_Roots_and_tubers,roots_tubers_frequency,FoodFrequencyList_roots_tubers_frequency,Frequency of roots and tubers consumption,Categorical,N/A,"Daily, Weekly, Monthly, Occasionally, Never",Dropdown,Roots and Tubers Consumption Frequency,Yes,Consider adding quantity information,Some entries include additional details
Food Frequency List,113_Other_vegetables,other_veg_frequency,FoodFrequencyList_other_veg_frequency,Frequency of other vegetable consumption,Categorical,N/A,"Daily, Weekly, Monthly, Occasionally, Never",Dropdown,Other Vegetables Consumption Frequency,Yes,Consider adding quantity information,Some entries include additional details
Food Frequency List,114_Fruits,fruits_frequency,FoodFrequencyList_fruits_frequency,Frequency of fruit consumption,Categorical,N/A,"Daily, Weekly, Monthly, Occasionally, Never",Dropdown,Fruits Consumption Frequency,Yes,Consider adding quantity information,Some entries include additional details
Food Frequency List,115_Egg,egg_frequency,FoodFrequencyList_egg_frequency,Frequency of egg consumption,Categorical,N/A,"Daily, Weekly, Monthly, Occasionally, Never",Dropdown,Egg Consumption Frequency,Yes,Consider adding quantity information,Some entries include additional details
Food Frequency List,116_Nuts,nuts_frequency,FoodFrequencyList_nuts_frequency,Frequency of nut consumption,Categorical,N/A,"Daily, Weekly, Monthly, Occasionally, Never",Dropdown,Nuts Consumption Frequency,Yes,Consider adding quantity information,Some entries include additional details
Food Frequency List,117_Fats_and_Oils,fats_oils_frequency,FoodFrequencyList_fats_oils_frequency,Frequency of fats and oils consumption,Categorical,N/A,"Daily, Weekly, Monthly, Occasionally, Never",Dropdown,Fats and Oils Consumption Frequency,Yes,Consider adding quantity information,Some entries include additional details
Food Frequency List,118_Sugars_and_Jagge,sugars_jaggery_frequency,FoodFrequencyList_sugars_jaggery_frequency,Frequency of sugars and jaggery consumption,Categorical,N/A,"Daily, Weekly, Monthly, Occasionally, Never",Dropdown,Sugars and Jaggery Consumption Frequency,Yes,Consider adding quantity information,Some entries include additional details
Food Frequency List,119_Chocolatesice_cr,sweets_frequency,FoodFrequencyList_sweets_frequency,Frequency of chocolates/ice creams/cool drinks consumption,Categorical,N/A,"Daily, Weekly, Monthly, Occasionally, Never",Dropdown,Sweets Consumption Frequency,Yes,Consider adding quantity information,Some entries include additional details
Food Frequency List,120_Nonvegetarian_fo,non_veg_frequency,FoodFrequencyList_non_veg_frequency,Frequency of non-vegetarian food consumption,Categorical,N/A,"Daily, Weekly, Monthly, Occasionally, Never",Dropdown,Non-Veg Consumption Frequency,Yes,Consider adding quantity and type information,Some entries include additional details
Food Frequency List,121_Tinned_foodJunk_,processed_food_frequency,FoodFrequencyList_processed_food_frequency,Frequency of tinned food/junk food consumption,Categorical,N/A,"Daily, Weekly, Monthly, Occasionally, Never",Dropdown,Processed Food Consumption Frequency,Yes,Consider adding quantity information,Some entries include additional details
Habits,ec5_branch_owner_uuid,branch_owner_id,Habits_branch_owner_id,Unique identifier for branch owner,String,N/A,N/A,Text,Branch Owner ID,No,Hash or encrypt if retention is necessary for audit purposes,None observed
Habits,ec5_branch_uuid,branch_id,Habits_branch_id,Unique identifier for branch,String,N/A,N/A,Text,Branch ID,No,Hash or encrypt if retention is necessary for data integrity,None observed
Habits,created_at,habits_entry_datetime,Habits_habits_entry_datetime,Date and time of habits data entry,DateTime,N/A,N/A,Date,Habits Entry Date,No,Convert to consistent datetime format (ISO 8601),Some inconsistent formats
Habits,uploaded_at,habits_upload_datetime,Habits_habits_upload_datetime,Date and time of habits data upload,DateTime,N/A,N/A,Date,Habits Upload Date,No,Convert to consistent datetime format (ISO 8601),Some inconsistent formats
Habits,created_by,habits_entry_user,Habits_habits_entry_user,User who entered the habits data,String,N/A,N/A,Text,Habits Entry User,No,Anonymize or remove for privacy,None observed
Habits,title,identifier,Habits_identifier,Unique id of data entry,String,,,Text,Identifier,No,Remove from final,none
Habits,89_Smoking,smoking_frequency,Habits_smoking_frequency,Frequency of smoking,Categorical,N/A,"Daily, 2-3 times a week, >4 times a month, Monthly, Occasionally, Never",Dropdown,Smoking Frequency,Yes,"Consider adding quantity information (e.g., cigarettes per day)",Some entries include additional details
Habits,90_Alcohol,alcohol_consumption_frequency,Habits_alcohol_consumption_frequency,Frequency of alcohol consumption,Categorical,N/A,"Daily, 2-3 times a week, >4 times a month, Monthly, Occasionally, Never",Dropdown,Alcohol Consumption Frequency,Yes,Consider adding quantity and type information,Some entries include additional details
Habits,91_Tobacco,tobacco_use_frequency,Habits_tobacco_use_frequency,Frequency of tobacco use,Categorical,N/A,"Daily, 2-3 times a week, >4 times a month, Monthly, Occasionally, Never",Dropdown,Tobacco Use Frequency,Yes,Consider adding quantity and type information,Some entries include additional details
Habits,92_Other_Substance_A,other_substance_use_frequency,Habits_other_substance_use_frequency,Frequency of other substance use,Categorical,N/A,"Daily, 2-3 times a week, >4 times a month, Monthly, Occasionally, Never",Dropdown,Other Substance Use Frequency,Yes,Add field to specify the substance,Some entries include substance names
Habits,93_Elaborate,substance_use_details,Habits_substance_use_details,Additional details about substance use,String,N/A,N/A,Text,Substance Use Details,Yes,Consider creating structured fields for common details,Highly variable free-text responses
COVID-19 Infection,ec5_branch_owner_uuid,branch_owner_id,COVID-19Infection_branch_owner_id,Unique identifier for branch owner,String,N/A,N/A,Text,Branch Owner ID,No,Hash or encrypt if retention is necessary for audit purposes,None observed
COVID-19 Infection,ec5_branch_uuid,branch_id,COVID-19Infection_branch_id,Unique identifier for branch,String,N/A,N/A,Text,Branch ID,No,Hash or encrypt if retention is necessary for data integrity,None observed
COVID-19 Infection,created_at,covid_entry_datetime,COVID-19Infection_covid_entry_datetime,Date and time of COVID-19 data entry,DateTime,N/A,N/A,Date,COVID-19 Data Entry Date,No,Convert to consistent datetime format (ISO 8601),Some inconsistent formats
COVID-19 Infection,uploaded_at,covid_upload_datetime,COVID-19Infection_covid_upload_datetime,Date and time of COVID-19 data upload,DateTime,N/A,N/A,Date,COVID-19 Data Upload Date,No,Convert to consistent datetime format (ISO 8601),Some inconsistent formats
COVID-19 Infection,created_by,covid_entry_user,COVID-19Infection_covid_entry_user,User who entered the COVID-19 data,String,N/A,N/A,Text,COVID-19 Data Entry User,No,Anonymize or remove for privacy,None observed
COVID-19 Infection,title,identifier,COVID-19Infection_identifier,Unique id of data entry,String,,,Text,Identifier,No,Remove from final,none
COVID-19 Infection,123_Were_you_previou,had_covid19,COVID-19Infection_had_covid19,Whether the participant was previously infected with COVID-19,Boolean,N/A,"Yes, No",Radio,Had COVID-19,Yes,"Add follow-up questions for date of infection if ""Yes""",Some entries include additional details
COVID-19 Infection,124_Admission,required_hospitalization,COVID-19Infection_required_hospitalization,Whether COVID-19 infection required hospital admission,Boolean,N/A,"Yes, No",Radio,Required Hospitalization,Yes,"Only applicable if had_covid19 is ""Yes""",Some inconsistencies with previous question
COVID-19 Infection,125_Severity,covid19_severity,COVID-19Infection_covid19_severity,Severity of COVID-19 infection,Categorical,N/A,"Mild, Moderate, Severe",Dropdown,COVID-19 Severity,Yes,"Only applicable if had_covid19 is ""Yes""",Some entries don't match predefined categories
COVID-19 Infection,126_ICU_Admission,required_icu_admission,COVID-19Infection_required_icu_admission,Whether COVID-19 infection required ICU admission,Boolean,N/A,"Yes, No",Radio,Required ICU Admission,Yes,"Only applicable if required_hospitalization is ""Yes""",Some inconsistencies with previous questions
COVID-19 Infection,127_Duration_of_hosp,hospitalization_duration,COVID-19Infection_hospitalization_duration,Duration of hospital stay for COVID-19,Categorical,N/A,"1 week, 2 weeks, 3 weeks, 1 month or more, Never",Dropdown,Hospitalization Duration,Yes,Consider using a numeric field for more precise data,Some entries include exact durations
COVID-19 Infection,128_Rehab_details_if,rehabilitation_details,COVID-19Infection_rehabilitation_details,Details of rehabilitation after COVID-19,String,N/A,N/A,Text,Rehabilitation Details,Yes,Consider creating structured fields for common rehab types,Highly variable free-text responses
Checklist for Samples,ec5_uuid,sample_checklist_id,ChecklistforSamples_sample_checklist_id,Unique identifier for sample checklist entry,String,N/A,N/A,Text,Sample Checklist ID,No,Hash or encrypt if retention is necessary for data integrity,None observed
Checklist for Samples,ec5_parent_uuid,participant_id,ChecklistforSamples_participant_id,Unique identifier for participant,String,N/A,N/A,Text,Participant ID,Yes,Ensure consistent format across all sheets,Some inconsistencies in format
Checklist for Samples,created_at,checklist_entry_datetime,ChecklistforSamples_checklist_entry_datetime,Date and time of checklist data entry,DateTime,N/A,N/A,Date,Checklist Entry Date,No,Convert to consistent datetime format (ISO 8601),Some inconsistent formats
Checklist for Samples,uploaded_at,checklist_upload_datetime,ChecklistforSamples_checklist_upload_datetime,Date and time of checklist data upload,DateTime,N/A,N/A,Date,Checklist Upload Date,No,Convert to consistent datetime format (ISO 8601),Some inconsistent formats
Checklist for Samples,created_by,checklist_entry_user,ChecklistforSamples_checklist_entry_user,User who entered the checklist data,String,N/A,N/A,Text,Checklist Entry User,No,Anonymize or remove for privacy,None observed
Checklist for Samples,title,identifier,ChecklistforSamples_identifier,Unique id of data entry,String,,,Text,Identifier,No,Remove from final,none
Checklist for Samples,229_GroupID,group_id,ChecklistforSamples_group_id,Group identifier for participant,String,N/A,N/A,Text,Group ID,No,"Ensure consistent format (e.g., ""2A-009"")",Some inconsistencies in format
Checklist for Samples,230_Screening,screening_completed,ChecklistforSamples_screening_completed,Whether screening was completed,Boolean,N/A,"Yes, No",Radio,Screening Completed,Yes,Consider adding date of screening,Some entries include additional details
Checklist for Samples,231_Wrist_tag_given,wrist_tag_given,ChecklistforSamples_wrist_tag_given,Whether wrist tag was given,Boolean,N/A,"Yes, No",Radio,Wrist Tag Given,Yes,Consider adding tag number if applicable,Some entries include tag numbers
Checklist for Samples,232_Urine_Sample,urine_sample_collected,ChecklistforSamples_urine_sample_collected,Whether urine sample was collected,Boolean,N/A,"Yes, No",Radio,Urine Sample Collected,Yes,Consider adding sample quality information,Some entries include quality notes
Checklist for Samples,233_Blood_Sample,blood_sample_collected,ChecklistforSamples_blood_sample_collected,Whether blood sample was collected,Boolean,N/A,"Yes, No",Radio,Blood Sample Collected,Yes,Consider adding sample quality information,Some entries include quality notes
Checklist for Samples,234_Cheek_Swab,cheek_swab_collected,ChecklistforSamples_cheek_swab_collected,Whether cheek swab was collected,Boolean,N/A,"Yes, No",Radio,Cheek Swab Collected,Yes,Consider adding sample quality information,Some entries include quality notes
Checklist for Samples,235_Hair_Sample,hair_sample_collected,ChecklistforSamples_hair_sample_collected,Whether hair sample was collected,Boolean,N/A,"Yes, No",Radio,Hair Sample Collected,Yes,Consider adding sample quality information,Some entries include quality notes
Checklist for Samples,236_Physical_Examina,physical_exam_completed,ChecklistforSamples_physical_exam_completed,Whether physical examination was completed,Boolean,N/A,"Yes, No",Radio,Physical Exam Completed,Yes,Consider adding date of examination,Some entries include additional details
Checklist for Samples,237_Stool_kit_given,stool_kit_given,ChecklistforSamples_stool_kit_given,Whether stool kit was given,Boolean,N/A,"Yes, No",Radio,Stool Kit Given,Yes,Consider adding follow-up for kit return,Some entries include additional notes
Checklist for Samples,238_Sample_Collection_Date,sample_collection_date,ChecklistforSamples_sample_collection_date,Date when the biological samples were collected,Date,,,Date,Sample Collection Date,Yes,,
Checklist for Samples,239_Sample_Collection_Time,sample_collection_time,ChecklistforSamples_sample_collection_time,Time when the biological samples were collected,Time,,,Time,Sample Collection Time,Yes,,
Physical Examination,ec5_uuid,physical_exam_id,PhysicalExamination_physical_exam_id,Unique identifier for physical examination entry,String,N/A,N/A,Text,Physical Exam ID,No,Hash or encrypt if retention is necessary for data integrity,None observed
Physical Examination,ec5_parent_uuid,participant_id,PhysicalExamination_participant_id,Unique identifier for participant,String,N/A,N/A,Text,Participant ID,Yes,Ensure consistent format across all sheets,Some inconsistencies in format
Physical Examination,created_at,exam_entry_datetime,PhysicalExamination_exam_entry_datetime,Date and time of physical exam data entry,DateTime,N/A,N/A,Date,Exam Entry Date,No,Convert to consistent datetime format (ISO 8601),Some inconsistent formats
Physical Examination,uploaded_at,exam_upload_datetime,PhysicalExamination_exam_upload_datetime,Date and time of physical exam data upload,DateTime,N/A,N/A,Date,Exam Upload Date,No,Convert to consistent datetime format (ISO 8601),Some inconsistent formats
Physical Examination,created_by,exam_entry_user,PhysicalExamination_exam_entry_user,User who entered the physical exam data,String,N/A,N/A,Text,Exam Entry User,No,Anonymize or remove for privacy,None observed
Physical Examination,title,identifier,PhysicalExamination_identifier,Unique id of data entry,String,,,Text,Identifier,No,Remove from final,none
Physical Examination,150_GroupID,group_id,PhysicalExamination_group_id,Group identifier for participant,String,N/A,N/A,Text,Group ID,No,"Ensure consistent format (e.g., ""2A-009"")",Some inconsistencies in format
Physical Examination,151_Anthropometry,anthropometry_completed,PhysicalExamination_anthropometry_completed,Whether anthropometry measurements were taken,Boolean,N/A,"Yes, No",Radio,Anthropometry Completed,Yes,Ensure consistency with Anthropometry sheet,Some inconsistencies with Anthropometry data
Physical Examination,155_Headtotoe_Examin,head_to_toe_exam_completed,PhysicalExamination_head_to_toe_exam_completed,Whether head-to-toe examination was completed,Boolean,N/A,"Yes, No",Radio,Head-to-Toe Exam Completed,Yes,Consider adding specific findings fields,Some entries include examination details
Physical Examination,162_Pallor,pallor_present,PhysicalExamination_pallor_present,Presence of pallor,Boolean,N/A,"Present, Absent",Radio,Pallor Present,Yes,Consider adding severity scale if present,Some entries include severity details
Physical Examination,163_If_abnormal_plea,pallor_details,PhysicalExamination_pallor_details,Details of pallor if present,String,N/A,N/A,Text,Pallor Details,Yes,Consider creating structured fields for common observations,Highly variable free-text responses
Physical Examination,164_Icterus,icterus_present,PhysicalExamination_icterus_present,Presence of icterus,Boolean,N/A,"Present, Absent",Radio,Icterus Present,Yes,Consider adding severity scale if present,Some entries include severity details
